n_tokens_title,n_tokens_content,num_hrefs,num_imgs,num_videos,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,abs_title_subjectivity,abs_title_sentiment_polarity,shares
10,1297,9,8,1,9,0,1,0,0,0,0,1300,14000,7650,0.45612829742,0.116672392059,0.029298380879,0.0169622205089,0.4,0.6,2100
13,669,4,1,2,4,0,1,0,0,0,0,1800,1800,1800,0.446666666667,-0.03671875,0.01644245142,0.0209267563528,0.5,0,5100
11,426,11,1,0,2,0,0,1,0,0,0,0,0,0,0.318215118215,0.221361971362,0.0399061032864,0.00234741784038,0.5,0,771
10,311,4,1,2,6,0,0,0,0,1,0,10900,10900,10900,0.406810606061,0.0814848484848,0.0225080385852,0.0064308681672,0.5,0,1900
13,487,5,1,0,6,0,1,0,0,0,0,4900,4900,4900,0.410345123626,0.229056186869,0.0677618069815,0.0123203285421,0.0777777777778,0.0166666666667,1100
8,307,7,1,0,6,0,0,0,0,0,1,2100,2300,2200,0.331481481481,0.127083333333,0.0293159609121,0.00325732899023,0.5,0,712
10,551,0,1,0,8,0,0,0,0,1,0,0,0,0,0.485899814471,0.149613481756,0.049001814882,0.0127041742287,0.05,0.35,1400
8,1018,35,1,1,4,0,0,0,0,0,1,2300,23100,9466.66666667,0.371629346183,0.0121362433862,0.032416502947,0.0304518664047,0.433333333333,0.0333333333333,2800
12,897,1,6,0,6,0,0,0,0,0,1,1100,1100,1100,0.430945378151,0.0884304176216,0.0390189520624,0.0211817168339,0.5,0,861
9,960,13,2,0,7,0,0,1,0,0,0,835,2800,1522.5,0.408780874193,0.135151146168,0.0572916666667,0.0135416666667,0.1,0.131818181818,1400
12,327,14,10,1,5,0,0,0,0,0,0,2000,2200,2100,0.468275346053,0.179741863075,0.0550458715596,0.0152905198777,0.5,0,1500
8,190,4,0,1,10,0,1,0,0,0,0,14000,14000,14000,0.436147186147,0.103909632035,0.0421052631579,0.0105263157895,0.5,0,1300
9,1178,37,9,0,5,0,0,0,0,1,0,761,774,767.5,0.558299729023,0.192150515177,0.0568760611205,0.0212224108659,0.3,0.1,836
13,766,52,0,51,7,0,1,0,0,0,0,7800,8200,8000,0.53613865932,0.0716379706152,0.0300261096606,0.0169712793734,0.5,0,909
10,359,9,1,0,8,0,0,0,0,0,1,674,674,674,0.371015712682,0.140656565657,0.050139275766,0.00557103064067,0.5,0.6,932
8,768,9,3,1,5,0,0,0,0,0,1,1200,22200,4712.5,0.411841438703,0.0175658561297,0.0260416666667,0.0260416666667,0.5,0,894
10,117,6,0,11,7,0,0,0,1,0,0,1100,2000,1550,0.433513708514,0.35670995671,0.0769230769231,0,0.433333333333,0.0333333333333,1400
9,451,1,3,0,5,0,0,0,1,0,0,2200,2200,2200,0.446158392435,0.168617021277,0.059866962306,0.019955654102,0.2,0,1600
15,109,1,0,1,6,0,0,0,0,0,0,0,0,0,0.414935064935,0.198051948052,0.0366972477064,0,0.0651515151515,0.278787878788,1500
7,512,7,1,0,6,0,0,1,0,0,0,0,0,0,0.513562687313,0.169836205461,0.0546875,0.021484375,0.5,0,2600
5,718,16,1,0,10,0,0,0,0,0,1,0,0,0,0.560044206235,0.0322311550883,0.0348189415042,0.0236768802228,0.5,0,954
12,1037,6,1,26,6,0,1,0,0,0,0,1200,1900,1433.33333333,0.464349379509,-0.0149273015873,0.0540019286403,0.0559305689489,0.5,0.55,963
13,344,13,1,0,10,0,0,0,0,1,0,1100,4900,2600,0.521158524016,0.132907647908,0.0377906976744,0.0116279069767,0.5,0,1300
9,701,15,1,0,8,0,0,0,0,1,0,641,2800,1580.33333333,0.502972076656,0.0657287157287,0.0399429386591,0.0199714693295,0.0454545454545,0.136363636364,1100
12,749,18,1,0,7,0,0,1,0,0,0,0,0,0,0.374857268336,0.17748133509,0.0493991989319,0.00801068090788,0,0.5,1100
9,658,9,4,1,10,0,0,0,0,0,1,779,18200,6769.75,0.402010875304,0.0268883961567,0.0243161094225,0.0227963525836,0.5,0,1300
14,281,12,3,3,7,0,0,0,0,0,0,0,0,0,0.4828125,0.143229166667,0.0355871886121,0.0142348754448,0.5,0.2,1900
11,708,25,9,0,7,0,0,0,0,0,1,5200,57000,25000,0.434138528139,0.167608225108,0.0395480225989,0.00847457627119,0.5,0,2000
11,1266,39,1,2,5,0,0,0,0,0,1,900,900,900,0.368102372035,0.0306317995363,0.0331753554502,0.0244865718799,0.5,0,3100
9,293,8,1,0,8,0,0,0,0,0,1,0,0,0,0.355772005772,0.169588744589,0.0307167235495,0.0102389078498,0.5,0,840
9,537,7,1,0,9,0,0,0,0,0,1,0,0,0,0.466861872695,0.235579405163,0.0651769087523,0.0186219739292,0.5,0,240
12,153,4,0,10,6,0,1,0,0,0,0,1100,1100,1100,0.610416666667,0.170833333333,0.0392156862745,0.00653594771242,0.5,0,552
12,515,21,1,0,10,0,0,0,0,0,1,7200,7200,7200,0.458888888889,-0.1315,0.021359223301,0.0291262135922,0.5,0,3100
14,632,15,1,0,9,0,0,1,0,0,0,0,0,0,0.385671228413,0.170136852395,0.0585443037975,0.0110759493671,0.25,0.25,1200
13,1001,9,4,0,10,0,0,0,0,1,0,18200,55200,36700,0.37205988456,0.1104264449,0.047952047952,0.015984015984,0.292929292929,0.112121212121,2000
12,963,10,1,0,6,0,0,1,0,0,0,0,0,0,0.46554312488,0.179464829013,0.0477673935618,0.0228452751817,0.1,0.7,3800
7,137,10,7,0,5,0,0,0,0,0,0,5600,5600,5600,0.627619047619,0.101666666667,0.029197080292,0.021897810219,0.5,0,3400
9,724,6,1,0,8,0,0,0,0,0,1,1000,1600,1300,0.497062713974,0.173439224175,0.042817679558,0.0151933701657,0.4,0.7,1000
7,884,35,1,2,10,0,0,0,1,0,0,2700,2700,2700,0.557700534759,0.178280748663,0.0622171945701,0.027149321267,0.2,1,1100
15,283,6,1,0,6,0,0,1,0,0,0,4200,5600,4900,0.526468253968,0.0473412698413,0.017667844523,0.017667844523,0.5,0,987
10,505,2,1,0,7,0,1,0,0,0,0,1600,1600,1600,0.449390243902,0.00406504065041,0.0316831683168,0.0316831683168,0.5,0,7800
12,1645,12,1,1,7,0,0,1,0,0,0,0,0,0,0.490577801828,0.209851534048,0.0626139817629,0.0182370820669,0.105555555556,0.172222222222,2100
11,292,7,1,0,8,0,1,0,0,0,0,3100,3100,3100,0.41196969697,-0.0642424242424,0.013698630137,0.0205479452055,0.1,0.4,9100
8,967,16,15,0,8,0,0,0,0,0,1,846,846,846,0.387501990763,0.0331090407177,0.0351602895553,0.0206825232678,0,0.2,1100
10,270,6,0,0,10,0,0,0,0,1,0,1400,7700,5600,0.429193507642,0.191066691929,0.0703703703704,0.0148148148148,0.3,0.2,2200
10,338,8,0,21,8,0,0,0,0,0,0,889,22800,8396.33333333,0.53619047619,0.0716750372024,0.0384615384615,0.0384615384615,0.2,0.45,802
10,434,9,1,0,9,0,0,1,0,0,0,0,0,0,0.55625,0.19512987013,0.0414746543779,0.0138248847926,0.5,0,2200
8,75,1,1,1,6,0,0,0,0,1,0,5700,5700,5700,0.464772727273,-0.0818181818182,0.0266666666667,0.0133333333333,0.5,0,2800
8,1094,10,15,2,6,0,0,0,0,0,1,1100,59400,30250,0.284841269841,0.00212301587302,0.0191956124314,0.0164533820841,0.166666666667,0.25,924
11,362,8,3,1,8,0,1,0,0,0,0,1800,18000,9900,0.432181818182,0.0111590909091,0.0359116022099,0.0165745856354,0.5,0,881
11,403,8,1,0,9,0,0,0,0,0,1,2300,7600,4950,0.432955747956,0.197058682059,0.0496277915633,0.0124069478908,0.0333333333333,0.3,1900
10,435,5,3,1,5,0,0,0,0,0,1,1200,1200,1200,0.288676470588,-0.035,0.016091954023,0.0344827586207,0.1,0.2,888
10,633,4,16,1,7,0,1,0,0,0,0,3100,3100,3100,0.365582655827,0.236320522296,0.0410742496051,0.00631911532385,0.133333333333,0.525,5700
11,493,2,1,0,8,0,0,0,0,1,0,7600,7600,7600,0.504437229437,0.152015692641,0.026369168357,0.00405679513185,0.0454545454545,0.136363636364,4300
12,672,7,12,0,5,0,0,1,0,0,0,1100,4000,2550,0.522793410293,0.209074074074,0.0416666666667,0.00744047619048,0.5,0,1600
11,349,6,3,0,6,0,1,0,0,0,0,789,1500,1144.5,0.288446969697,0.0638257575758,0.0286532951289,0.0171919770774,0.5,0,1500
12,422,11,1,0,4,0,0,1,0,0,0,0,0,0,0.541156004489,0.0507912457912,0.0331753554502,0.0189573459716,0.5,0,1400
12,322,7,1,0,10,0,0,0,0,1,0,484,4100,1835.75,0.499188933672,0.0681693785142,0.0434782608696,0.0155279503106,0.5,0,1000
9,213,5,1,0,6,0,0,1,0,0,0,95900,95900,95900,0.647222222222,0.0666666666667,0.018779342723,0.0140845070423,0.5,0,1500
10,1003,36,0,13,6,0,0,0,0,0,0,1400,4200,2800,0.551878028404,0.248829991646,0.0658025922233,0.0159521435693,0.5,0,6400
8,176,4,1,0,6,0,1,0,0,0,0,1200,4400,2300,0.371401515152,-0.0777935606061,0.0113636363636,0.0113636363636,0.5,0,1900
11,179,5,1,0,6,0,0,0,0,1,0,0,0,0,0.53048245614,0.170394736842,0.0502793296089,0.0335195530726,0.0855555555556,0.00222222222222,745
11,72,3,0,0,10,0,0,0,0,0,0,0,0,0,0.385744255744,0.347987012987,0.111111111111,0,0.1,0.5,1200
9,153,8,0,2,10,0,0,0,0,0,0,945,7700,3129,0.551515151515,0.181818181818,0.0522875816993,0.0130718954248,0.5,0,1200
8,738,28,4,2,10,0,0,0,0,1,0,1500,2800,1940,0.475180061484,0.134991216513,0.0433604336043,0.0162601626016,0.5,0.5,3700
10,167,6,1,0,6,0,1,0,0,0,0,0,0,0,0.510555555556,0.194444444444,0.0419161676647,0.0179640718563,0.5,0,1000
10,315,26,21,2,9,0,0,0,0,0,0,12300,64100,38200,0.547023809524,0.144375,0.0285714285714,0.0126984126984,0.2,0.7,13800
11,398,2,15,0,8,0,0,0,0,1,0,1200,1200,1200,0.457173236121,0.0532192222982,0.0251256281407,0.0150753768844,0.0772727272727,0.268181818182,1200
11,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,739
9,269,5,1,0,8,0,1,0,0,0,0,17800,17800,17800,0.482859848485,0.0974621212121,0.0483271375465,0.0111524163569,0.5,0,837
11,723,11,1,0,3,0,0,0,0,0,1,0,0,0,0.480969174504,0.0918625914316,0.0359612724758,0.0124481327801,0.5,0,830
11,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,798
8,555,13,1,0,6,0,1,0,0,0,0,2500,2500,2500,0.482631578947,-0.0604824561404,0.0198198198198,0.0414414414414,0.5,0,1200
12,399,7,1,0,5,0,0,1,0,0,0,937,4700,2184.25,0.534942512684,0.0478427128427,0.0325814536341,0.0300751879699,0.5,0,1200
7,536,7,1,0,7,0,0,0,0,0,1,898,898,898,0.351755651756,0.0729737854738,0.0279850746269,0.0186567164179,0.5,0,672
11,185,4,0,1,8,0,0,0,0,0,0,1800,1800,1800,0.75641025641,0.364102564103,0.0540540540541,0,0,0.5,1400
9,260,7,1,0,5,0,0,1,0,0,0,735,2400,1545,0.338198757764,0.114751552795,0.0269230769231,0.0115384615385,0.5,0,780
10,635,15,1,0,6,0,0,1,0,0,0,0,0,0,0.395305833849,0.154537600495,0.059842519685,0.00629921259843,0,0.5,1300
9,377,8,2,0,8,0,0,0,1,0,0,0,0,0,0.434278594035,0.15606896491,0.0557029177719,0.0079575596817,0.285714285714,0.0714285714286,4600
4,202,3,1,0,5,0,0,0,0,0,1,2200,2200,2200,0.427222222222,-0.0725925925926,0.029702970297,0.0346534653465,0.5,0,771
10,334,11,1,0,6,0,0,1,0,0,0,2400,3900,3160,0.377181818182,0.123121212121,0.0359281437126,0.0149700598802,0.5,0,2200
11,367,7,1,0,6,0,0,0,1,0,0,6300,6300,6300,0.399690656566,0.0845044191919,0.0517711171662,0.0245231607629,0.2,0.5,1800
7,527,10,1,0,7,0,0,0,0,0,1,387,818,582.25,0.414532019704,-0.0186165845649,0.0170777988615,0.0151802656546,0.5,0,440
9,698,7,20,0,7,0,0,0,0,1,0,1500,11700,5900,0.522545093795,0.167258297258,0.0530085959885,0.0171919770774,0.5,0,5400
9,857,11,1,0,1,0,0,0,1,0,0,0,0,0,0.509822101613,0.136092265943,0.046674445741,0.022170361727,0.5,0,953
10,667,11,1,0,7,0,0,1,0,0,0,0,0,0,0.451830808081,0.136517212946,0.0524737631184,0.0134932533733,0.5,1,736
10,260,4,0,3,9,0,0,0,0,1,0,1000,1400,1200,0.533405483405,0.0914502164502,0.0307692307692,0.0115384615385,0.5,0,1100
9,535,11,12,1,8,0,0,0,0,1,0,900,6800,3188,0.625770308123,0.23650210084,0.0373831775701,0.0130841121495,0.5,0,916
9,313,4,0,21,7,0,1,0,0,0,0,1400,22800,12100,0.553240981241,0.0674218975469,0.0638977635783,0.0447284345048,0.3,0.3,1100
10,869,9,1,0,6,0,0,1,0,0,0,0,0,0,0.406895604396,0.148558441558,0.029919447641,0.0126582278481,0.5,0,2000
8,386,6,1,0,10,0,0,0,0,1,0,0,0,0,0.58198728355,0.35050392316,0.0647668393782,0.0129533678756,0.5,0,7900
8,232,7,1,0,6,0,0,0,0,1,0,3800,3800,3800,0.462472943723,0.216747835498,0.0258620689655,0.00431034482759,0.5,0,605
13,316,3,1,1,4,0,1,0,0,0,0,1100,1100,1100,0.268434343434,0.0724747474747,0.0158227848101,0.0221518987342,0.5,0.2,1200
13,1050,39,11,0,7,0,1,0,0,0,0,1200,3900,2500,0.460652056277,0.145023674242,0.0457142857143,0.012380952381,0.5,0,2900
13,336,7,0,21,5,0,0,0,0,0,0,17700,22800,20250,0.551287878788,0.050322561553,0.0446428571429,0.0446428571429,0,0.1875,2500
10,536,13,1,0,10,0,0,0,0,0,1,0,0,0,0.454525252525,0.103387205387,0.0391791044776,0.0205223880597,0.5,0,548
10,154,5,1,0,8,0,0,0,0,1,0,0,0,0,0.412895437895,0.0904345654346,0.0519480519481,0.0194805194805,0.25,0.375,1000
14,563,14,1,9,7,0,1,0,0,0,0,1300,13000,3960,0.43370752055,0.0629209606183,0.0266429840142,0.01243339254,0.5,0,1100
11,482,4,1,0,6,0,0,1,0,0,0,10000,10000,10000,0.427872474747,0.0583558802309,0.0394190871369,0.0248962655602,0.0454545454545,0.136363636364,823
12,199,4,0,0,6,1,0,0,0,0,0,1000,1000,1000,0.38380952381,0.00444444444444,0.0301507537688,0.0150753768844,0.5,0,1000
12,779,65,1,0,7,0,0,0,0,0,0,1700,11600,6650,0.534762459762,-0.00336857586858,0.0346598202824,0.01540436457,0,0.5,3500
12,462,16,0,11,8,0,0,1,0,0,0,2800,6300,4550,0.394650205761,0.125102880658,0.0411255411255,0.012987012987,0.2,0.15,701
10,197,12,8,0,5,0,0,0,0,0,0,7100,7100,7100,0.468492063492,0.0838888888889,0.0507614213198,0.0304568527919,0,0,12900
12,156,3,1,0,8,0,0,1,0,0,0,0,0,0,0.551488095238,0.122619047619,0.025641025641,0,0.0454545454545,0.136363636364,1300
8,1294,10,14,1,7,0,0,0,0,1,0,755,2300,1385,0.419642857143,0.125708705357,0.0510046367852,0.0208655332303,0.5,0,2200
10,137,8,2,0,9,0,0,1,0,0,0,839,33100,11979.6666667,0.332575757576,0.174147727273,0.0510948905109,0.014598540146,0.05,0.4,2300
7,1514,32,1,0,9,0,0,0,0,1,0,1900,1900,1900,0.600376674107,0.273158482143,0.0581241743725,0.00726552179657,0.5,0,2000
6,1578,17,1,0,8,1,0,0,0,0,0,1900,7100,4633.33333333,0.339098547556,0.127617360994,0.0399239543726,0.00950570342205,0.5,0.1,3900
8,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0.55,0.375,0.111111111111,0,0,0.25,6500
14,189,9,1,1,9,0,0,1,0,0,0,749,1700,1224.5,0.304461279461,0.0914772727273,0.047619047619,0.021164021164,0.2,0.125,1200
11,461,12,1,1,5,0,0,0,0,1,0,0,0,0,0.440564197707,0.139397804576,0.0368763557484,0.00433839479393,0.5,0,1300
11,316,7,0,1,7,0,0,0,0,1,0,781,3400,1483.8,0.502946127946,0.134301346801,0.0822784810127,0.0253164556962,0.239393939394,0.0848484848485,1400
13,409,21,1,0,7,0,0,0,0,0,1,851,851,851,0.567489711934,0.114462081129,0.0342298288509,0.0122249388753,0,0,703
9,522,6,0,1,7,0,0,0,0,0,1,939,6500,4213,0.507894736842,0.214692982456,0.0459770114943,0.0172413793103,0.5,0,832
14,383,8,0,1,8,1,0,0,0,0,0,2300,2300,2300,0.566341066341,0.0725529100529,0.0391644908616,0.0261096605744,0.2,1,737
7,180,16,1,0,7,0,1,0,0,0,0,549,1100,824,0.301723276723,0.112687312687,0.0388888888889,0.0222222222222,0.1,0.4,600
9,1109,15,11,0,10,0,1,0,0,0,0,14200,14200,14200,0.50961333397,0.173425364464,0.0775473399459,0.0306582506763,0.2,1,1100
12,130,2,0,2,8,0,1,0,0,0,0,13100,13100,13100,0.455555555556,0.190740740741,0.0384615384615,0.0153846153846,0.5,0,8900
11,550,6,12,0,6,0,0,0,0,1,0,500,3000,2000,0.518409660515,0.151788562315,0.0454545454545,0.0145454545455,0.5,0,1100
10,614,8,2,0,6,0,0,0,0,0,1,1000,3300,2150,0.496078431373,0.130392156863,0.0293159609121,0.00651465798046,0.5,0,1700
15,669,13,2,0,8,0,0,0,0,0,1,0,0,0,0.454004187534,0.0990059559177,0.0403587443946,0.0239162929746,0.0454545454545,0.136363636364,7300
10,636,9,11,0,7,0,0,0,0,0,1,755,755,755,0.410234119622,0.198918632388,0.0471698113208,0.00314465408805,0.5,0,2000
11,193,7,0,1,10,0,0,0,0,1,0,6100,29500,14066.6666667,0.337414965986,-0.0702380952381,0.0155440414508,0.0414507772021,0.0454545454545,0.136363636364,1700
11,409,4,1,0,7,0,0,0,0,1,0,1300,1300,1300,0.405235690236,0.156885521886,0.0586797066015,0.0146699266504,0.227272727273,0.218181818182,1200
12,779,14,1,0,7,0,1,0,0,0,0,1300,5300,3300,0.334349827388,0.101750095896,0.0616174582798,0.01026957638,0.1,0.1,440
10,939,6,3,1,6,0,1,0,0,0,0,23200,23200,23200,0.356598760716,0.135624522536,0.0511182108626,0.00958466453674,0.122222222222,0.05,10600
11,298,2,1,0,5,0,0,0,0,0,1,503,503,503,0.581287878788,0.089053030303,0.0335570469799,0.010067114094,0.1,0.4,786
11,351,8,4,0,4,0,1,0,0,0,0,1300,5800,2320,0.373888888889,-0.04,0.025641025641,0.02849002849,0.1,0.4,589
9,467,9,1,1,8,0,0,0,0,1,0,2600,2600,2600,0.47829218107,0.254320987654,0.0406852248394,0.00856531049251,0.3,0.2,1900
10,360,23,18,2,8,1,0,0,0,0,0,3300,8200,5750,0.630128205128,0.252564102564,0.0583333333333,0.0111111111111,0.5,0.85,16800
10,360,2,13,1,10,0,0,0,0,0,0,1300,1300,1300,0.621962759463,0.0615384615385,0.0361111111111,0.025,0.5,0.666666666667,3200
13,519,11,1,0,4,0,0,1,0,0,0,12500,12500,12500,0.475718614719,0.255770562771,0.0616570327553,0.0211946050096,0.15,0,1300
11,937,12,1,1,6,0,0,0,0,1,0,901,18800,11500.2,0.511444117166,0.0466233022419,0.0554962646745,0.0362860192102,0.5,0.6,2800
14,693,11,8,0,10,0,0,0,0,1,0,9700,9700,9700,0.485359948693,0.123911335578,0.02886002886,0.015873015873,0.125,0.5,4500
9,520,10,11,0,8,0,0,0,0,1,0,943,2400,1671.5,0.446343537415,0.355527210884,0.0480769230769,0.0326923076923,0.155555555556,0.611111111111,10300
12,806,34,3,0,6,0,0,0,0,0,1,654,6800,2756.66666667,0.446846769583,0.161495854774,0.0421836228288,0.0124069478908,0.4,0.4,892
8,209,3,0,0,6,0,0,0,0,0,0,20300,20300,20300,0.543333333333,0.259607843137,0.0717703349282,0.00956937799043,0.5,0,1400
10,244,3,1,0,5,0,0,0,0,1,0,17400,17400,17400,0.412626262626,0.0426767676768,0.016393442623,0.016393442623,0.4,0.2,6800
8,455,7,1,0,7,0,0,1,0,0,0,524,524,524,0.40845289631,0.243294939188,0.0659340659341,0.00659340659341,0.0285714285714,0.183333333333,806
9,345,3,1,1,5,0,0,0,0,1,0,11700,11700,11700,0.56911525974,0.0547821969697,0.0579710144928,0.0260869565217,0.5,0,7600
10,637,5,2,2,7,0,1,0,0,0,0,1100,3900,2166.66666667,0.420833333333,-0.00263157894737,0.021978021978,0.021978021978,0.321428571429,0.292857142857,1200
14,989,9,4,1,7,0,0,1,0,0,0,1300,8600,4950,0.460480943219,0.136004890172,0.0374115267947,0.0121334681496,0.133333333333,0.166666666667,2500
12,328,9,2,1,6,0,0,1,0,0,0,2200,15100,8650,0.407875457875,0.0144345238095,0.0274390243902,0.00914634146341,0.25,0.8,1700
9,163,3,0,0,10,0,0,0,0,1,0,0,0,0,0.599603174603,0.12833994709,0.0368098159509,0.0490797546012,0.333333333333,0.416666666667,1800
11,1501,5,4,0,9,0,1,0,0,0,0,517,1200,966.8,0.50460513025,0.0993665615269,0.0732844770153,0.0393071285809,0.166666666667,0.333333333333,1100
13,853,10,1,1,6,0,0,1,0,0,0,0,0,0,0.469923925281,0.155285785643,0.0586166471278,0.0222743259086,0,0.3,2600
9,841,6,2,0,8,1,0,0,0,0,0,2700,2700,2700,0.566199782504,0.176141853316,0.0523186682521,0.0154577883472,0.5,0,1300
14,819,17,1,0,6,1,0,0,0,0,0,3500,3500,3500,0.389648649961,0.0990041035354,0.031746031746,0.010989010989,0.5,0,869
11,1668,52,31,1,4,0,1,0,0,0,0,854,3500,1875.66666667,0.475164320595,0.179257379853,0.0563549160671,0.0167865707434,0.45,0.55,758
8,229,7,0,0,9,0,0,0,0,0,0,1400,1400,1400,0.575746965453,0.109967320261,0.0305676855895,0.0305676855895,0.5,0,821
10,546,6,2,2,7,0,0,0,0,1,0,3000,3000,3000,0.427507215007,0.137782587783,0.0384615384615,0.0128205128205,0.5,0,1600
9,965,13,1,0,7,0,0,0,0,0,1,0,0,0,0.453385087135,0.025323981574,0.0455958549223,0.0487046632124,0.116666666667,0.0416666666667,2200
11,792,41,12,3,5,0,0,0,0,0,1,649,649,649,0.491245791246,0.215163540164,0.0227272727273,0.010101010101,0.5,0,835
12,1058,14,1,0,10,0,0,1,0,0,0,0,0,0,0.467012686388,0.0583692956349,0.0415879017013,0.023629489603,0,0.25,1200
8,745,13,1,0,10,0,0,0,0,1,0,0,0,0,0.542103235747,0.163572162301,0.0429530201342,0.00805369127517,0.1,0.3,1600
9,336,8,2,1,10,0,0,0,0,1,0,788,5600,2157.6,0.511724386724,0.114826839827,0.0357142857143,0.0178571428571,0.5,0,1000
9,998,15,10,0,8,0,1,0,0,0,0,1600,1800,1700,0.522931890207,-0.0259405856316,0.0370741482966,0.0360721442886,0.5,0,3600
7,425,7,1,0,9,0,0,0,0,1,0,0,0,0,0.536941964286,0.1515625,0.0376470588235,0.0188235294118,0.5,0,4400
10,196,4,0,1,7,0,1,0,0,0,0,2200,2200,2200,0.385159285159,0.121678321678,0.0510204081633,0.0102040816327,0.5,0,1800
16,410,8,4,0,5,1,0,0,0,0,0,871,7800,4335.5,0.479345878136,0.0742831541219,0.0292682926829,0.0219512195122,0.375,0,532
10,683,7,1,0,9,0,1,0,0,0,0,2500,2500,2500,0.486818582652,0.162141253808,0.0629575402635,0.0146412884334,0.181818181818,0.128787878788,1300
7,988,30,1,0,10,0,0,1,0,0,0,1400,8600,3328.57142857,0.490317090317,0.127873515374,0.0425101214575,0.0151821862348,0.25,0.5,2000
14,1711,7,31,0,7,0,1,0,0,0,0,2600,2800,2700,0.345995914746,0.168253237003,0.0601987142022,0.00701344243133,0,0,1400
8,270,3,1,0,9,0,0,0,0,1,0,0,0,0,0.409837092732,0.0784461152882,0.0296296296296,0.0259259259259,0.5,0.5,2900
11,310,8,2,0,8,0,1,0,0,0,0,1100,26900,12125,0.442155271199,0.0560271836007,0.0483870967742,0.0387096774194,0.5,0,1000
11,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,740
12,355,42,3,0,7,0,0,0,0,0,1,1000,1000,1000,0.569499618029,0.247966004584,0.0394366197183,0.0056338028169,0.5,0,1300
11,151,3,0,2,4,0,0,1,0,0,0,78600,78600,78600,0.569696969697,0.102218614719,0.0529801324503,0.0331125827815,0.5,0.3,30600
7,409,15,1,0,7,0,0,1,0,0,0,996,1600,1398.66666667,0.422688422688,0.197231934732,0.0733496332518,0.00977995110024,0.5,0,1600
10,155,9,4,1,10,0,0,0,0,0,1,4400,4400,4400,0.380555555556,-0.221440972222,0.00645161290323,0.0645161290323,0.1,0.4,57800
10,516,8,3,0,7,0,0,0,0,1,0,725,4200,1662.75,0.417343073593,0.189736652237,0.062015503876,0.0077519379845,0.5,0,1100
11,227,5,0,0,5,0,0,0,0,1,0,16300,16300,16300,0.437301587302,0.197619047619,0.0264317180617,0.00881057268722,0.5,0,840
8,433,12,1,0,8,0,0,1,0,0,0,0,0,0,0.543917002538,0.329523063144,0.0508083140878,0.00692840646651,0,0.5,1200
14,1786,4,32,0,8,0,0,0,0,0,1,919,4200,2879.75,0.412230639731,-0.0209836459836,0.0162374020157,0.0190369540873,0.5,0,2600
10,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1400
11,1267,20,2,3,5,0,0,0,1,0,0,2400,2400,2400,0.450207039337,0.213702239789,0.0386740331492,0.00394632991318,0.5,0,2000
12,1251,21,1,0,9,0,0,0,0,0,1,713,1200,880,0.456949340342,0.0228213991224,0.0271782573941,0.0215827338129,0.305555555556,0.0222222222222,2600
16,329,7,2,0,10,0,0,0,0,0,1,839,2800,1959.75,0.298765432099,0.0308641975309,0.0212765957447,0.0212765957447,0.0454545454545,0.136363636364,1600
13,143,3,0,1,6,0,0,0,0,0,0,3000,4500,3750,0.507196969697,-0.102840909091,0.041958041958,0.048951048951,0.325,0.125,792
7,351,4,2,0,9,0,0,0,1,0,0,1400,13700,7550,0.520502645503,0.135846560847,0.02849002849,0.019943019943,0.5,0,3700
9,1425,6,1,0,8,0,0,0,0,1,0,2100,2100,2100,0.556073091577,0.205511746447,0.0617543859649,0.0126315789474,0.5,0,6500
12,261,5,2,1,8,0,0,0,0,0,0,1400,4100,2750,0.488461538462,0.128888888889,0.0268199233716,0.0114942528736,0.5,0,951
8,1169,11,1,0,9,0,0,1,0,0,0,1200,49900,18100,0.438704004329,0.0907061688312,0.0325064157399,0.0179640718563,0.5,0,1600
10,376,7,1,0,9,0,0,0,0,1,0,824,663600,167806,0.403968253968,0.147144582471,0.0239361702128,0.0159574468085,0.5,0,2000
7,322,5,1,0,8,0,0,0,0,0,1,297,297,297,0.405981775426,0.10949441505,0.027950310559,0.00931677018634,0.5,0,734
13,107,5,0,0,8,0,0,0,0,1,0,0,0,0,0.525,0.275,0.018691588785,0,0.5,0,3300
10,555,18,6,0,8,0,0,0,0,1,0,937,3200,1884.25,0.504855275444,0.223762838469,0.0666666666667,0.00900900900901,0,0.5,1700
8,320,8,1,0,6,0,0,0,0,0,1,0,0,0,0.420068027211,0.0351828231293,0.025,0.021875,0.5,0,820
14,304,8,1,0,8,0,1,0,0,0,0,915,3100,1532.5,0.460765550239,0.0209330143541,0.0197368421053,0.0296052631579,0.5,0,908
10,53,2,1,0,5,0,0,0,0,1,0,2400,4500,3450,0.550909090909,0.274545454545,0.0943396226415,0,0.5,0,2400
